,date,low,high,open,close,volume
1068,2020-02-14 13:00:00,269.07,271.0,270.56,270.07,3175.62857856
1069,2020-02-14 14:00:00,270.02,275.0,270.03,272.08,11406.27062518
1070,2020-02-14 15:00:00,271.56,274.5,272.14,273.07,8125.12287076
1071,2020-02-14 16:00:00,272.49,278.27,273.13,278.16,18640.31771091
1072,2020-02-14 17:00:00,276.12,280.45,278.16,279.48,12512.04967776
1073,2020-02-14 18:00:00,279.47,285.2,279.47,285.05,16638.87829853
1074,2020-02-14 19:00:00,280.23,286.09,285.04,283.44,14845.00806926
1075,2020-02-14 20:00:00,281.38,284.22,283.45,283.24,6066.53914834
1076,2020-02-14 21:00:00,281.64,284.5,283.24,282.79,7291.97342156
1077,2020-02-14 22:00:00,281.32,284.53,282.79,284.13,9009.89392472
1078,2020-02-14 23:00:00,282.68,287.98,284.0,286.27,7947.36585058
1079,2020-02-15 00:00:00,285.1,290.0,285.95,286.39,17866.72783584
1080,2020-02-15 01:00:00,278.76,287.0,286.4,279.55,17615.3541585
1081,2020-02-15 02:00:00,278.27,282.9,279.51,280.85,11769.26904586
1082,2020-02-15 03:00:00,280.52,283.49,280.79,282.37,6662.77418124
1083,2020-02-15 04:00:00,280.49,282.88,282.36,281.76,4345.38656641
1084,2020-02-15 05:00:00,278.56,281.78,281.56,278.7,2516.79791793
1085,2020-02-15 06:00:00,277.41,281.69,278.76,280.89,6949.06298384
1086,2020-02-15 07:00:00,278.05,281.07,280.74,279.72,8299.92493075
1087,2020-02-15 08:00:00,279.17,282.76,279.69,282.66,3760.4029108
1088,2020-02-15 09:00:00,281.54,284.57,282.66,284.04,1957.6839197
1089,2020-02-15 10:00:00,282.6,285.34,284.3,282.88,2512.24857193
1090,2020-02-15 11:00:00,280.59,283.74,282.91,281.77,1732.83799693
1091,2020-02-15 12:00:00,280.1,282.89,281.77,282.89,2754.57221837
1092,2020-02-15 13:00:00,281.69,283.7,282.89,282.18,2139.41788446
1093,2020-02-15 14:00:00,281.5,283.65,282.21,281.79,2965.98800434
