,time,low,high,open,close,volume
0,2020-01-01 00:00:00,1.75501,1.7646,1.75983,1.75971,10286.57
1,2020-01-01 01:00:00,1.75752,1.78018,1.75926,1.77679,45768.92
2,2020-01-01 02:00:00,1.7768,1.79901,1.7787,1.79667,29574.93
3,2020-01-01 03:00:00,1.78664,1.79681,1.79681,1.79041,15442.66
4,2020-01-01 04:00:00,1.78164,1.79411,1.78691,1.78986,29674.5
5,2020-01-01 05:00:00,1.79075,1.8,1.7924,1.79998,29047.37
6,2020-01-01 06:00:00,1.78276,1.79994,1.79994,1.78524,8035.51
7,2020-01-01 07:00:00,1.77414,1.78693,1.78524,1.7798,34434.02
8,2020-01-01 08:00:00,1.77693,1.78286,1.77767,1.78286,8476.81
9,2020-01-01 09:00:00,1.77741,1.80993,1.78286,1.80331,11745.3
10,2020-01-01 10:00:00,1.78799,1.8047,1.80025,1.78808,9476.18
11,2020-01-01 11:00:00,1.78634,1.81133,1.78716,1.80764,10872.3
12,2020-01-01 12:00:00,1.80886,1.82075,1.80976,1.81676,9591.89
13,2020-01-01 13:00:00,1.80892,1.81893,1.81855,1.81426,3924.16
14,2020-01-01 14:00:00,1.80773,1.83259,1.81397,1.83259,15151.08
15,2020-01-01 15:00:00,1.83255,1.84823,1.83255,1.83483,53628.3
16,2020-01-01 16:00:00,1.82378,1.84129,1.837,1.83777,17436.94
17,2020-01-01 17:00:00,1.82898,1.85,1.839,1.83281,26928.57
18,2020-01-01 18:00:00,1.81851,1.83527,1.83073,1.82359,38439.17
19,2020-01-01 19:00:00,1.81134,1.82311,1.82311,1.81598,20995.05
20,2020-01-01 20:00:00,1.811,1.81837,1.81564,1.81325,7612.9
21,2020-01-01 21:00:00,1.81,1.8156,1.81321,1.81306,15574.9
22,2020-01-01 22:00:00,1.79265,1.81129,1.81129,1.79997,31613.37
23,2020-01-01 23:00:00,1.79363,1.80218,1.7969,1.80218,24037.77
24,2020-01-02 00:00:00,1.79785,1.805,1.80467,1.80388,11732.1
25,2020-01-02 01:00:00,1.79718,1.80871,1.80331,1.79967,12837.21
26,2020-01-02 02:00:00,1.78331,1.79966,1.79966,1.78745,13809.2
27,2020-01-02 03:00:00,1.775,1.78707,1.78707,1.77818,14303.25
28,2020-01-02 04:00:00,1.77591,1.7864,1.77593,1.78226,14230.27
29,2020-01-02 05:00:00,1.77921,1.78431,1.7843,1.78365,10726.82
30,2020-01-02 06:00:00,1.77969,1.78412,1.78169,1.77969,7712.91
31,2020-01-02 07:00:00,1.77984,1.78528,1.78005,1.78526,8395.27
32,2020-01-02 08:00:00,1.78373,1.79876,1.78546,1.79794,30292.83
33,2020-01-02 09:00:00,1.79498,1.79874,1.79873,1.79566,1987.36
34,2020-01-02 10:00:00,1.7942,1.8046,1.79567,1.80204,6628.34
35,2020-01-02 11:00:00,1.78985,1.8029,1.80069,1.78985,7008.4
36,2020-01-02 12:00:00,1.78709,1.79429,1.7942,1.79145,3112.76
37,2020-01-02 13:00:00,1.77994,1.79144,1.79144,1.785,7455.56
38,2020-01-02 14:00:00,1.78329,1.80029,1.785,1.79527,13000.24
39,2020-01-02 15:00:00,1.79198,1.80083,1.79524,1.79198,19974.15
40,2020-01-02 16:00:00,1.7616,1.80482,1.793,1.76799,89400.4
41,2020-01-02 17:00:00,1.72201,1.76793,1.76317,1.73979,137071.16
42,2020-01-02 18:00:00,1.73,1.74256,1.73978,1.73325,64338.25
43,2020-01-02 19:00:00,1.72291,1.73345,1.73345,1.73104,36019.39
44,2020-01-02 20:00:00,1.70167,1.73103,1.73103,1.71594,57630.23
45,2020-01-02 21:00:00,1.71325,1.73685,1.71325,1.73324,59165.12
46,2020-01-02 22:00:00,1.72366,1.73201,1.73098,1.7275,23445.1
47,2020-01-02 23:00:00,1.72068,1.74039,1.73122,1.73534,31374.05
48,2020-01-03 00:00:00,1.71021,1.73634,1.73534,1.71561,27976.26
49,2020-01-03 01:00:00,1.7,1.71607,1.71607,1.70159,34940.87
50,2020-01-03 02:00:00,1.7,1.73269,1.70131,1.7242,59587.06
51,2020-01-03 03:00:00,1.71909,1.73117,1.72096,1.72656,21783.91
52,2020-01-03 04:00:00,1.72457,1.79894,1.72654,1.77862,66552.7
53,2020-01-03 05:00:00,1.7615,1.78459,1.77862,1.7814,48236.58
54,2020-01-03 06:00:00,1.76789,1.7817,1.7814,1.77392,13876.11
55,2020-01-03 07:00:00,1.76956,1.78773,1.77174,1.78001,44874.87
56,2020-01-03 08:00:00,1.78,1.81,1.78001,1.80629,12014.16
57,2020-01-03 09:00:00,1.80043,1.82384,1.80197,1.82384,14306.84
58,2020-01-03 10:00:00,1.79401,1.82215,1.82144,1.80264,48110.46
59,2020-01-03 11:00:00,1.801,1.81247,1.80265,1.80996,18859.54
60,2020-01-03 12:00:00,1.79685,1.81423,1.80999,1.80571,17917.58
61,2020-01-03 13:00:00,1.79656,1.8183,1.80735,1.81586,24340.4
62,2020-01-03 14:00:00,1.78034,1.81599,1.81599,1.78759,28008.21
63,2020-01-03 15:00:00,1.78672,1.79645,1.78963,1.7961,19570.17
64,2020-01-03 16:00:00,1.79134,1.81002,1.79817,1.80984,50436.09
65,2020-01-03 17:00:00,1.79403,1.81338,1.80987,1.80405,31243.59
66,2020-01-03 18:00:00,1.79473,1.80746,1.80744,1.80287,25684.87
67,2020-01-03 19:00:00,1.78802,1.82655,1.80115,1.82,43148.97
68,2020-01-03 20:00:00,1.80122,1.82,1.816,1.81722,19530.89
69,2020-01-03 21:00:00,1.78629,1.81786,1.81354,1.79402,74391.34
70,2020-01-03 22:00:00,1.78501,1.802,1.794,1.80141,29505.35
71,2020-01-03 23:00:00,1.79546,1.80699,1.80186,1.80037,15174.12
72,2020-01-04 00:00:00,1.785,1.80154,1.8004,1.78814,27064.48
73,2020-01-04 01:00:00,1.785,1.79444,1.7869,1.78627,9675.0
74,2020-01-04 02:00:00,1.78633,1.80293,1.78906,1.80288,10799.87
75,2020-01-04 03:00:00,1.79533,1.80283,1.80282,1.79611,10596.78
76,2020-01-04 04:00:00,1.78816,1.79836,1.79575,1.79584,3064.54
77,2020-01-04 05:00:00,1.7925,1.807,1.79581,1.80246,11035.49
78,2020-01-04 06:00:00,1.79642,1.80299,1.80244,1.801,3760.57
79,2020-01-04 07:00:00,1.79229,1.80656,1.79849,1.79554,25982.74
80,2020-01-04 08:00:00,1.7916,1.80226,1.79336,1.79888,16486.84
81,2020-01-04 09:00:00,1.79377,1.80999,1.79877,1.80702,12247.19
82,2020-01-04 10:00:00,1.79451,1.80999,1.80792,1.79451,28918.06
83,2020-01-04 11:00:00,1.79038,1.79733,1.79453,1.79501,16962.13
84,2020-01-04 12:00:00,1.78457,1.80171,1.79597,1.78457,10148.79
85,2020-01-04 13:00:00,1.78797,1.80288,1.79017,1.80123,7682.05
86,2020-01-04 14:00:00,1.7973,1.80449,1.79756,1.8033,7440.57
87,2020-01-04 15:00:00,1.7973,1.81747,1.80268,1.81747,9981.96
88,2020-01-04 16:00:00,1.81777,1.84,1.81777,1.82897,45735.58
89,2020-01-04 17:00:00,1.82796,1.83948,1.82942,1.83692,19020.59
90,2020-01-04 18:00:00,1.81143,1.84,1.83691,1.82097,40212.3
91,2020-01-04 19:00:00,1.81305,1.82999,1.82092,1.82713,13491.35
92,2020-01-04 20:00:00,1.81271,1.83,1.8254,1.8263,29657.23
93,2020-01-04 21:00:00,1.82359,1.8288,1.82704,1.82629,7073.32
94,2020-01-04 22:00:00,1.8196,1.83,1.82868,1.82087,7263.59
95,2020-01-04 23:00:00,1.81764,1.82773,1.82088,1.82487,7498.08
96,2020-01-05 00:00:00,1.82525,1.82999,1.82548,1.8298,15132.78
97,2020-01-05 01:00:00,1.82688,1.84,1.82981,1.83656,26277.05
98,2020-01-05 02:00:00,1.82892,1.83506,1.83459,1.83,28661.2
99,2020-01-05 03:00:00,1.80252,1.83389,1.83009,1.81332,26822.41
100,2020-01-05 04:00:00,1.80023,1.81746,1.81716,1.80091,34702.4
101,2020-01-05 05:00:00,1.7992,1.81358,1.80438,1.81175,12751.85
102,2020-01-05 06:00:00,1.80903,1.81999,1.81252,1.81387,7609.85
103,2020-01-05 07:00:00,1.8077,1.81915,1.81251,1.81194,15077.48
104,2020-01-05 08:00:00,1.80332,1.81763,1.81295,1.80768,4637.4
105,2020-01-05 09:00:00,1.8054,1.81476,1.80833,1.81476,4158.39
106,2020-01-05 10:00:00,1.80866,1.81993,1.81165,1.81126,5209.21
107,2020-01-05 11:00:00,1.80794,1.81885,1.80794,1.81798,5312.01
108,2020-01-05 12:00:00,1.81053,1.81832,1.81797,1.81379,7407.98
109,2020-01-05 13:00:00,1.8095,1.81984,1.8138,1.81476,16139.88
110,2020-01-05 14:00:00,1.81158,1.83385,1.81475,1.83378,11135.15
111,2020-01-05 15:00:00,1.82742,1.83999,1.83252,1.83822,16318.7
